Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description,Region,Visible From,Last Edit,Import Filename
,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,,,,,,,,,,,
,Lednice-Valtice Cultural Landscape,,,,,,,,,,,
,Gardens and Castle at Krom??íž,,,,,,,,,,,
,Holašovice Historic Village,,,,,,,,,,,
,Litomyšl Castle,,,,,,,,,,,
,Holy Trinity Column in Olomouc,,,,,,,,,,,
,Tugendhat Villa in Brno,,,,,,,,,,,
,Jewish Quarter and St Procopius' Basilica in T?ebí?,,,,,,,,,,,
,Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe *,,,,,,,,,,,
,Erzgebirge/Krušnoho?í Mining Region *,,,,,,,,,,,
,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,,,,,,,,,,,
,The Great Spa Towns of Europe *,,,,,,,,,,,
,Žatec and the Landscape of Saaz Hops,,,,,,,,,,,
,,,,,,,,,,,,
,Democratic People's Republic of Korea,,,,,,,,,,,
,,,,,,,,,,,,
,Complex of Koguryo Tombs,,,,,,,,,,,
,Historic Monuments and Sites in Kaesong,,,,,,,,,,,
,,,,,,,,,,,,
,Democratic Republic of the Congo,,,,,,,,,,,
,,,,,,,,,,,,
,Virunga National Park #,,,,,,,,,,,
,Kahuzi-Biega National Park,,,,,,,,,,,
,Garamba National Park,,,,,,,,,,,
,Salonga National Park,,,,,,,,,,,
,Okapi Wildlife Reserve,,,,,,,,,,,
,,,,,,,,,,,,
,Denmark,,,,,,,,,,,
,,,,,,,,,,,,
,"Jelling Mounds, Runic Stones and Church",,,,,,,,,,,
,Roskilde Cathedral,,,,,,,,,,,
,Kronborg Castle,,,,,,,,,,,
,Ilulissat Icefjord,,,,,,,,,,,
,Wadden Sea *,,,,,,,,,,,
,Stevns Klint,,,,,,,,,,,
,Moravian Church Settlements *,,,,,,,,,,,
,The par force hunting landscape in North Zealand,,,,,,,,,,,
,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,,,,,,,,,,,
,Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,,,,,,,,,,,
,Viking-Age Ring Fortresses,,,,,,,,,,,
,,,,,,,,,,,,
,Dominica,,,,,,,,,,,
,,,,,,,,,,,,
,Morne Trois Pitons National Park,,,,,,,,,,,
,,,,,,,,,,,,
,Dominican Republic,,,,,,,,,,,
,,,,,,,,,,,,
,Colonial City of Santo Domingo,,,,,,,,,,,
,,,,,,,,,,,,
,Ecuador,,,,,,,,,,,
,,,,,,,,,,,,
,City of Quito,,,,,,,,,,,
,Galápagos Islands,,,,,,,,,,,
,Sangay National Park #,,,,,,,,,,,
,Historic Centre of Santa Ana de los Ríos de Cuenca,,,,,,,,,,,
,"Qhapaq Ñan, Andean Road System *",,,,,,,,,,,
,,,,,,,,,,,,
,Egypt,,,,,,,,,,,
,,,,,,,,,,,,
,Abu Mena,,,,,,,,,,,
,Ancient Thebes with its Necropolis,,,,,,,,,,,
,Historic Cairo,,,,,,,,,,,
,Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur,,,,,,,,,,,
,Nubian Monuments from Abu Simbel to Philae,,,,,,,,,,,
,Saint Catherine Area,,,,,,,,,,,
,Wadi Al-Hitan (Whale Valley),,,,,,,,,,,
,,,,,,,,,,,,
,El Salvador,,,,,,,,,,,
,,,,,,,,,,,,
,Joya de Cerén Archaeological Site,,,,,,,,,,,
,,,,,,,,,,,,
,Eritrea,,,,,,,,,,,
,,,,,,,,,,,,
,Asmara: A Modernist African City,,,,,,,,,,,
,,,,,,,,,,,,
,Estonia,,,,,,,,,,,
,,,,,,,,,,,,
,Historic Centre (Old Town) of Tallinn,,,,,,,,,,,
,Struve Geodetic Arc *,,,,,,,,,,,
,,,,,,,,,,,,
,Ethiopia,,,,,,,,,,,
,,,,,,,,,,,,
,"Rock-Hewn Churches, Lalibela",,,,,,,,,,,
,Simien National Park,,,,,,,,,,,
,"Fasil Ghebbi, Gondar Region",,,,,,,,,,,
,Aksum,,,,,,,,,,,
,Lower Valley of the Awash,,,,,,,,,,,
,Lower Valley of the Omo,,,,,,,,,,,
,Tiya,,,,,,,,,,,
,"Harar Jugol, the Fortified Historic Town",,,,,,,,,,,
,Konso Cultural Landscape,,,,,,,,,,,
,Bale Mountains National Park,,,,,,,,,,,
,The Gedeo Cultural Landscape,,,,,,,,,,,
,Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,,,,,,,,,,,
,,,,,,,,,,,,
,Fiji,,,,,,,,,,,
,,,,,,,,,,,,
,Levuka Historical Port Town,,,,,,,,,,,
,,,,,,,,,,,,
,Finland,,,,,,,,,,,
,,,,,,,,,,,,
,Fortress of Suomenlinna,,,,,,,,,,,
,Old Rauma,,,,,,,,,,,
